case_idx,split,passed,failure_type,schema_used,prompt,gold_query,submitted_query,error,duration_seconds
39,evals_hard,False,MISMATCH,lahman_2014,"Find the top 10 batters (name, year) by batting average (H/AB).","SELECT p.nameFirst, p.nameLast, b.yearID, CAST(b.H AS REAL) / b.AB as batting_avg FROM lahman_2014.batting b JOIN lahman_2014.players p ON b.playerID = p.playerID WHERE b.AB >= 100 ORDER BY batting_avg DESC LIMIT 10","SELECT p.nameFirst || ' ' || p.nameLast AS name,
       b.yearID AS year,
       SUM(b.H)::DOUBLE / NULLIF(SUM(b.AB), 0) AS batting_average
FROM lahman_2014.batting b
JOIN lahman_2014.players p ON b.playerID = p.playerID
GROUP BY p.nameFirst, p.nameLast, b.yearID
HAVING SUM(b.AB) >= 100
ORDER BY batting_average DESC
LIMIT 10",Results do not match,38.27398979105055
40,evals_hard,False,AGENT_ERROR,Credit,"Find the top 25 members (member_no, first name, last name, and net_charge_volume) by net charge volume, where refunds (charge_code 'RF') are subtracted from gross charges.","SELECT m.member_no, m.firstname, m.lastname, SUM(CASE WHEN c.charge_code = 'RF' THEN -c.charge_amt ELSE c.charge_amt END) as net_charge_volume FROM Credit.member m JOIN Credit.charge c ON m.member_no = c.member_no WHERE c.charge_amt != 0.01 GROUP BY m.member_no, m.firstname, m.lastname ORDER BY net_charge_volume DESC LIMIT 25",,Agent error: Max iterations reached,40.327211290597916
41,evals_hard,False,NO_SUBMISSION,Chess,"Find the top three draw results in chess games, grouped by opening id and name.","SELECT o.name as opening_name, COUNT(*) as draw_count FROM Chess.game g JOIN Chess.opening o ON g.opening_id = o.opening_id WHERE g.game_result = '1/2-1/2' AND o.name NOT LIKE '%French%' AND o.name NOT LIKE '%Sicilian%' GROUP BY o.opening_id, o.name ORDER BY draw_count DESC LIMIT 3",,No answer submitted (agent did not call submit_answer),39.6032695826143
42,evals_hard,False,MISMATCH,financial,"Find the top 30 accounts by total absolute transaction volume, excluding legacy transactions?","SELECT a.account_id, SUM(ABS(t.amount)) as total_volume FROM financial.account a JOIN financial.trans t ON a.account_id = t.account_id WHERE (t.k_symbol IS NULL OR t.k_symbol != 'UROK') AND t.date >= '1995-01-01' GROUP BY a.account_id ORDER BY total_volume DESC LIMIT 30","SELECT account_id, SUM(ABS(amount)) AS total_volume
FROM financial.trans
WHERE date >= DATE '1995-01-01'
GROUP BY account_id
ORDER BY total_volume DESC
LIMIT 30",Results do not match,8.946099334396422
43,evals_hard,True,NONE,ErgastF1,"Compare Mercedes teammate performance in the 2015 F1 season, showing race-by-race position comparisons where both drivers finished. Return raceId, year, constructor name, driver1 surname, driver2 surname, driver1_pos, and driver2_pos.","SELECT r1.raceId, ra.year, c.name as constructor, d1.surname as driver1, d2.surname as driver2, r1.position as driver1_pos, r2.position as driver2_pos FROM ErgastF1.results r1 JOIN ErgastF1.results r2 ON r1.raceId = r2.raceId AND r1.constructorId = r2.constructorId AND r1.driverId < r2.driverId JOIN ErgastF1.drivers d1 ON r1.driverId = d1.driverId JOIN ErgastF1.drivers d2 ON r2.driverId = d2.driverId JOIN ErgastF1.constructors c ON r1.constructorId = c.constructorId JOIN ErgastF1.races ra ON r1.raceId = ra.raceId WHERE r1.position IS NOT NULL AND r2.position IS NOT NULL AND r1.position > 0 AND r2.position > 0 AND ra.year = 2015 AND c.name = 'Mercedes'","SELECT r1.raceId,
       r.year,
       c.name AS constructor_name,
       d1.surname AS driver1_surname,
       d2.surname AS driver2_surname,
       r1.position AS driver1_pos,
       r2.position AS driver2_pos
FROM ErgastF1.results r1
JOIN ErgastF1.results r2 ON r1.raceId = r2.raceId
JOIN ErgastF1.races r ON r1.raceId = r.raceId
JOIN ErgastF1.drivers d1 ON r1.driverId = d1.driverId
JOIN ErgastF1.drivers d2 ON r2.driverId = d2.driverId
JOIN ErgastF1.constructors c ON r1.constructorId = c.constructorId
WHERE r.year = 2015
  AND d1.surname = 'Hamilton'
  AND d2.surname = 'Rosberg'
  AND r1.position IS NOT NULL
  AND r2.position IS NOT NULL
ORDER BY r1.raceId;",,11.699338208884
44,evals_hard,False,AGENT_ERROR,world,Find country names where the sum of language percentages exceeds 100% due to multilingualism.,SELECT co.Name FROM world.Country co JOIN world.CountryLanguage cl ON co.Code = cl.CountryCode GROUP BY co.Name HAVING SUM(cl.Percentage) > 100,,Agent error: Max iterations reached,36.725918541662395
45,evals_hard,True,NONE,financial,"Calculate transaction statistics (total deposits, total deposit amount, and average deposit amount).","SELECT COUNT(*) as total_deposits, SUM(amount) as total_deposit_amount, AVG(amount) as avg_deposit_amount FROM financial.trans WHERE type = 'PRIJEM' AND amount >= 1000 AND k_symbol IS NOT NULL AND k_symbol != 'UROK' AND date >= '1995-01-01'","SELECT COUNT(*) AS total_deposits,
       SUM(amount) AS total_deposit_amount,
       AVG(amount) AS average_deposit_amount
FROM financial.trans
WHERE type = 'PRIJEM'
  AND amount >= 1000
  AND k_symbol IS NOT NULL
  AND k_symbol <> 'UROK'
  AND date >= DATE '1995-01-01';",,12.004949999973178
46,evals_hard,True,NONE,Credit,Calculate the average transaction value.,SELECT AVG(charge_amt) as avg_transaction_value FROM Credit.charge WHERE charge_amt >= 5 AND charge_amt != 0.01 AND charge_code != 'RF',"SELECT SUM(CASE WHEN charge_code = 'RF' THEN -charge_amt ELSE charge_amt END) / NULLIF(COUNT(CASE WHEN charge_code != 'RF' THEN 1 END), 0) AS average_transaction_value FROM Credit.charge WHERE charge_amt >= 5 AND charge_amt <> 0.01",,11.054264083504677
47,evals_hard,True,NONE,CraftBeer,Identify production breweries that should be analyzed separately.,"SELECT br.id, br.name, COUNT(b.id) as beer_count FROM CraftBeer.breweries br JOIN CraftBeer.beers b ON br.id = b.brewery_id GROUP BY br.id, br.name HAVING COUNT(b.id) > 20","SELECT b.id, b.name, b.city, b.state, COUNT(DISTINCT be.id) AS beer_count
FROM CraftBeer.breweries b
JOIN CraftBeer.beers be ON be.brewery_id = b.id
WHERE b.city IS NOT NULL AND b.state IS NOT NULL
GROUP BY b.id, b.name, b.city, b.state
HAVING COUNT(DISTINCT be.id) > 20
ORDER BY beer_count DESC",,9.296247166581452
48,evals_hard,False,MISMATCH,Airline,"Analyze completed flights by day of week for January 2016. Give total flights, on-time flights, and average delay in minutes by day of week.","SELECT DayOfWeek, COUNT(*) as total_flights, SUM(CASE WHEN ArrDelayMinutes <= 15 THEN 1 ELSE 0 END) as on_time_flights, AVG(ArrDelayMinutes) as avg_delay FROM Airline.On_Time_On_Time_Performance_2016_1 WHERE DepTime IS NOT NULL AND ArrTime IS NOT NULL AND Cancelled = 0 AND Month = 1 GROUP BY DayOfWeek","SELECT DayOfWeek,
       COUNT(*) AS total_flights,
       SUM(CASE WHEN ArrDelayMinutes <= 0 THEN 1 ELSE 0 END) AS on_time_flights,
       AVG(ArrDelayMinutes) AS avg_delay_minutes
FROM Airline.On_Time_On_Time_Performance_2016_1
WHERE Year = 2016
  AND Month = 1
  AND Cancelled = 0
  AND Diverted = 0
GROUP BY DayOfWeek
ORDER BY DayOfWeek",Results do not match,11.710259540937841
49,evals_hard,False,NO_SUBMISSION,world,Find countries (names and codes) with multiple official languages. Show the language count.,"SELECT co.Code, co.Name, COUNT(cl.Language) as language_count FROM world.Country co JOIN world.CountryLanguage cl ON co.Code = cl.CountryCode WHERE cl.IsOfficial = 'T' GROUP BY co.Code, co.Name HAVING COUNT(cl.Language) > 1",,No answer submitted (agent did not call submit_answer),71.94847595877945
50,evals_hard,True,NONE,Airline,"What is the count of diverted flights by route (origin-destination pair), including only routes with more than 5 diversions?","SELECT Origin, Dest, COUNT(*) as diverted_count FROM Airline.On_Time_On_Time_Performance_2016_1 WHERE Diverted = 1 GROUP BY Origin, Dest HAVING COUNT(*) > 5","SELECT Origin, Dest, COUNT(*) AS diversion_count
FROM Airline.On_Time_On_Time_Performance_2016_1
WHERE Diverted = 1
GROUP BY Origin, Dest
HAVING COUNT(*) > 5",,17.762833459302783
51,evals_hard,True,NONE,financial,Find the default rate for loans.,"SELECT CAST(COUNT(CASE WHEN status IN ('C', 'D') THEN 1 END) AS REAL) / COUNT(CASE WHEN status NOT IN ('B') THEN 1 END) as default_rate_pct FROM financial.loan","SELECT (COUNT(*) FILTER (WHERE status IN ('C','D'))::DOUBLE) / NULLIF(COUNT(*) FILTER (WHERE status NOT IN ('B')), 0) AS default_rate FROM financial.loan",,34.701225333847106
52,evals_hard,False,AGENT_ERROR,world,"Find countries with small populations (< 100,000) - economic data for these may be unreliable. Exclude countries with population = 0. Show their name, population, and gross national product.","SELECT c.Name, c.Population, c.GNP FROM world.Country c WHERE c.Population < 100000 AND c.Population > 0",,Agent error: Max iterations reached,30.91171387489885
53,evals_hard,True,NONE,imdb_MovieLens,"Identify 'super users' by id in the movie ratings data, showing the number of ratings they've given.","SELECT u.userid, COUNT(*) as ratings_given FROM imdb_MovieLens.u2base u GROUP BY u.userid HAVING COUNT(*) > 1000","SELECT userid, COUNT(*) AS rating_count
FROM imdb_MovieLens.u2base
GROUP BY userid
HAVING COUNT(*) > 1000
ORDER BY rating_count DESC",,26.473488333635032
54,evals_hard,True,NONE,ErgastF1,Find the top 30 F1 drivers by podium finishes.,"SELECT d.forename, d.surname, COUNT(*) as podium_finishes FROM ErgastF1.results r JOIN ErgastF1.drivers d ON r.driverId = d.driverId WHERE r.position IS NOT NULL AND r.position > 0 AND r.position <= 3 GROUP BY d.driverId, d.forename, d.surname ORDER BY podium_finishes DESC LIMIT 30","SELECT d.driverId, d.forename, d.surname, COUNT(*) AS podiums
FROM ErgastF1.results r
JOIN ErgastF1.drivers d ON r.driverId = d.driverId
WHERE r.position IS NOT NULL AND r.position > 0 AND r.position <= 3
GROUP BY d.driverId, d.forename, d.surname
ORDER BY podiums DESC, d.surname, d.forename
LIMIT 30",,17.952953834086657
55,evals_hard,False,SQL_ERROR,world,Find the top 50 countries by population density. Show names and densities.,"SELECT c.Name, CAST(c.Population AS REAL) / c.SurfaceArea as population_density FROM world.Country c WHERE c.Population > 0 AND c.SurfaceArea > 0 ORDER BY population_density DESC LIMIT 50","SELECT ""Country Name"" AS country,
       (MAX(CASE WHEN ""Indicator Code"" = 'SP.POP.TOTL' THEN ""Value"" END) / NULLIF(MAX(CASE WHEN ""Indicator Code"" = 'AG.SRF.TOTL.K2' THEN ""Value"" END), 0)) AS density
FROM Countries.Data
WHERE ""Indicator Code"" IN ('SP.POP.TOTL', 'AG.SRF.TOTL.K2')
GROUP BY ""Country Name""
HAVING MAX(CASE WHEN ""Indicator Code"" = 'SP.POP.TOTL' THEN ""Value"" END) IS NOT NULL
   AND MAX(CASE WHEN ""Indicator Code"" = 'AG.SRF.TOTL.K2' THEN ""Value"" END) IS NOT NULL
ORDER BY density DESC
LIMIT 50;","Submitted query execution failed: DuckDB error: Binder Error: Referenced column ""Value"" not found in FROM clause!
Candidate bindings: ""Country Name""

LINE 6: HAVING MAX(CASE WHEN ""Indicator Code"" = 'SP.POP.TOTL' THEN ""Value"" END) IS NOT NULL
                                                                   ^",76.84911749977618
56,evals_hard,False,NO_SUBMISSION,Credit,Find the top 50 statements by net amount.,"SELECT c.statement_no, SUM(CASE WHEN c.charge_code != 'RF' THEN c.charge_amt ELSE 0 END) as gross_charges, SUM(CASE WHEN c.charge_code = 'RF' THEN c.charge_amt ELSE 0 END) as refunds, SUM(CASE WHEN c.charge_code != 'RF' THEN c.charge_amt ELSE 0 END) - SUM(CASE WHEN c.charge_code = 'RF' THEN c.charge_amt ELSE 0 END) as net_amount FROM Credit.charge c WHERE c.charge_amt != 0.01 GROUP BY c.statement_no ORDER BY net_amount DESC LIMIT 50",,No answer submitted (agent did not call submit_answer),31.098132166080177
57,evals_hard,False,MISMATCH,Credit,"Group charges by spending type. Show the spending_type, charge_count, and total_amount.","SELECT CASE WHEN c.category_no BETWEEN 1 AND 10 THEN 'Essential' WHEN c.category_no BETWEEN 11 AND 20 THEN 'Discretionary' ELSE 'Other' END as spending_type, COUNT(*) as charge_count, SUM(c.charge_amt) as total_amount FROM Credit.charge c WHERE c.charge_amt != 0.01 AND c.charge_code != 'RF' GROUP BY CASE WHEN c.category_no BETWEEN 1 AND 10 THEN 'Essential' WHEN c.category_no BETWEEN 11 AND 20 THEN 'Discretionary' ELSE 'Other' END","SELECT CASE WHEN c.category_no BETWEEN 1 AND 10 THEN 'Essential'
              WHEN c.category_no BETWEEN 11 AND 20 THEN 'Discretionary'
              ELSE 'Other' END AS spending_type,
       COUNT(*) FILTER (WHERE ch.charge_code <> 'RF') AS charge_count,
       SUM(CASE WHEN ch.charge_code = 'RF' THEN -ch.charge_amt ELSE ch.charge_amt END) AS total_amount
FROM Credit.charge ch
JOIN Credit.category c ON ch.category_no = c.category_no
WHERE ch.charge_amt >= 5
GROUP BY spending_type
ORDER BY spending_type",Results do not match,23.308462791144848
58,evals_hard,True,NONE,financial,"Calculate the loan portfolio size by status for each loan classification. Show the loan classification, count, and total amount.","SELECT CASE WHEN status = 'A' THEN 'Performing' WHEN status = 'B' THEN 'Watch List' WHEN status IN ('C', 'D') THEN 'Non-Performing' END as loan_classification, COUNT(*) as loan_count, SUM(amount) as total_amount FROM financial.loan GROUP BY CASE WHEN status = 'A' THEN 'Performing' WHEN status = 'B' THEN 'Watch List' WHEN status IN ('C', 'D') THEN 'Non-Performing' END","SELECT CASE WHEN status = 'A' THEN 'Performing' WHEN status = 'B' THEN 'Watch List' WHEN status IN ('C','D') THEN 'Non-Performing' END AS loan_classification,
       COUNT(*) AS loan_count,
       SUM(amount) AS total_amount
FROM financial.loan
GROUP BY loan_classification
ORDER BY loan_classification",,22.26856958400458
59,evals_hard,True,NONE,Airline,"Find the top route with the most severe delays. Only count completed flights. Show the origin, destination, and number of severe delays.","SELECT Origin, Dest, COUNT(*) as severe_delay_count FROM Airline.On_Time_On_Time_Performance_2016_1 WHERE ArrDelayMinutes > 180 AND DepTime IS NOT NULL AND ArrTime IS NOT NULL AND Cancelled = 0 AND (WeatherDelay IS NULL OR WeatherDelay = 0) GROUP BY Origin, Dest ORDER BY severe_delay_count DESC LIMIT 1","SELECT Origin, Dest, COUNT(*) AS severe_delay_count
FROM Airline.On_Time_On_Time_Performance_2016_1
WHERE DepTime IS NOT NULL
  AND ArrTime IS NOT NULL
  AND ArrDelay > 180
  AND (WeatherDelay IS NULL OR WeatherDelay = 0)
GROUP BY Origin, Dest
ORDER BY severe_delay_count DESC
LIMIT 1",,11.058047332800925
60,evals_hard,True,NONE,CraftBeer,"Find beers with 'extreme' bitterness. Return the beer name, IBU, style, and brewery name.","SELECT b.name as beer_name, b.ibu, b.style, br.name as brewery_name FROM CraftBeer.beers b JOIN CraftBeer.breweries br ON b.brewery_id = br.id WHERE b.ibu > 100","SELECT b.name AS beer_name, b.ibu, b.style, br.name AS brewery_name FROM CraftBeer.beers b JOIN CraftBeer.breweries br ON b.brewery_id = br.id WHERE b.ibu > 100",,7.221902834251523
61,evals_hard,True,NONE,lahman_2014,"Find the top 8 pitchers by WHIP. Show the player's first and last name, the year, the innings pitched, and the WHIP.","SELECT p.nameFirst, p.nameLast, pi.yearID, pi.IPouts / 3 as innings_pitched, (pi.BB + pi.H) / (pi.IPouts / 3.0) as WHIP FROM lahman_2014.pitching pi JOIN lahman_2014.players p ON pi.playerID = p.playerID WHERE pi.IPouts >= 150 ORDER BY WHIP ASC LIMIT 8","SELECT p.nameFirst AS first_name,
       p.nameLast AS last_name,
       pi.yearID AS year,
       (pi.IPouts/3.0) AS innings_pitched,
       ((pi.BB + pi.H) * 3.0 / pi.IPouts) AS WHIP
FROM lahman_2014.pitching pi
JOIN lahman_2014.players p ON pi.playerID = p.playerID
WHERE pi.IPouts >= 150  -- at least 50 innings pitched
ORDER BY WHIP ASC
LIMIT 8",,26.504633666947484
62,evals_hard,False,MISMATCH,employee,Compare current average salaries between 'Legacy' and 'Recent' workforce.,"SELECT CASE WHEN e.hire_date < '1990-01-01' THEN 'Legacy' ELSE 'Recent' END as cohort, AVG(s.salary) as avg_salary FROM employee.employees e JOIN employee.salaries s ON e.emp_no = s.emp_no WHERE s.to_date = '9999-01-01' GROUP BY CASE WHEN e.hire_date < '1990-01-01' THEN 'Legacy' ELSE 'Recent' END HAVING COUNT(*) >= 10","WITH latest_salary AS (
    SELECT s.emp_no, s.salary
    FROM employee.salaries s
    JOIN (
        SELECT emp_no, MAX(to_date) AS max_to
        FROM employee.salaries
        GROUP BY emp_no
    ) m ON s.emp_no = m.emp_no AND s.to_date = m.max_to
)
SELECT 
    CASE WHEN e.hire_date < DATE '1990-01-01' THEN 'Legacy' ELSE 'Recent' END AS workforce,
    AVG(ls.salary) AS avg_salary
FROM employee.employees e
JOIN latest_salary ls ON e.emp_no = ls.emp_no
GROUP BY workforce;",Results do not match,27.216498083435
63,evals_hard,False,AGENT_ERROR,financial,What is the total amount of performing loans by district name?,"SELECT d.A2 as district_name, SUM(l.amount) as total_loan_amount FROM financial.district d JOIN financial.account a ON d.district_id = a.district_id JOIN financial.loan l ON a.account_id = l.account_id WHERE l.status = 'A' AND d.district_id != 1 GROUP BY d.A2",,Agent error: Max iterations reached,72.13343083392829
